Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad,Alerta Emitida,Alerta Evitó Falla
2025-04-27 08:45:00,920,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.83,223,0.32,4,4,1.89,1,0.1,1541,2439,255,20/18/16,16.11,106.98,1.02,7,2,14,5,5,58,8,20,47,6,0,7,16,5,9,2,12,0,3,2,57,561,A02888,2888,LAJ885,Normal,91.67,2,1,0.7,22,95.5,0,0
2025-04-27 08:50:00,567,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.73,205,0.15,4,1,1.52,3,0.77,3921,3065,809,19/18/13,16.04,105.34,1.49,4,1,11,0,6,566,5,1,34,8,1,2,9,7,4,3,8,2,6,9,0,333,D02889,2889,LAJ516,Normal,79.17,5,4,1.3333333333333333,19,78.9,0,0
2025-04-28 00:00:00,515,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.42,204,0.05,1,2,1.43,0,0.65,1567,3952,447,21/17/14,17.04,82.0,1.37,1,1,12,0,3,79,3,37,72,1,3,0,1,5,0,3,11,9,8,5,94,332,A02890,2890,LAJ939,Normal,87.5,3,0,2.9,21,100.0,0,0
2025-04-28 00:05:00,526,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.88,217,0.28,3,2,1.1,1,0.89,5004,2514,658,20/18/13,12.11,103.45,0.62,7,1,5,8,2,666,4,31,255,0,0,3,8,3,6,2,45,0,9,3,65,368,C02891,2891,LAJ040,Critico,0.0,17,3,0.5333333333333333,0,0.0,1,0
2025-04-28 00:10:00,527,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.4,247,0.37,0,3,0.32,2,0.65,7871,799,351,20/16/16,18.52,106.72,2.02,0,0,19,9,5,581,7,28,96,0,5,2,18,8,5,6,13,6,9,2,52,507,C02892,2892,LAJ479,Normal,91.67,2,0,0.2666666666666666,22,100.0,0,0
2025-04-28 00:15:00,907,CATERPILLAR 797F,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.38,205,0.2,3,3,1.05,1,0.68,1419,4905,812,20/17/15,14.23,101.66,1.67,9,2,14,7,5,899,3,46,240,0,5,3,14,7,1,6,37,3,6,7,12,81,A02893,2893,LAJ410,Critico,0.0,15,1,0.4666666666666667,0,0.0,1,0
2025-04-28 00:20:00,912,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.82,204,0.36,3,3,1.72,4,0.29,9315,2793,857,19/17/16,16.52,94.26,2.81,3,2,23,3,0,648,8,45,5,7,8,3,11,0,4,5,5,0,1,2,92,404,E02894,2894,LAJ783,Normal,87.5,3,5,2.466666666666667,21,76.2,0,0
2025-04-28 00:25:00,908,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.75,231,0.4,2,0,1.44,1,0.53,8600,4574,561,19/18/16,11.4,108.44,1.74,5,0,22,4,0,969,2,14,90,0,4,7,0,6,7,0,6,0,2,8,48,346,A02895,2895,LAJ608,Normal,95.83,1,6,0.7,23,73.9,0,0
2025-04-28 00:30:00,925,CATERPILLAR 798AC-A,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.35,208,0.06,3,4,0.22,1,0.47,9673,759,151,19/16/14,13.37,85.46,0.51,6,0,28,2,3,624,9,9,26,7,6,0,4,5,0,2,3,4,0,5,98,351,A02896,2896,LAJ376,Normal,87.5,3,0,1.4,21,100.0,0,0
2025-04-28 00:35:00,540,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.38,209,0.31,1,4,1.72,1,0.86,3782,3065,981,19/18/15,12.57,83.2,1.27,7,1,1,7,7,342,4,17,9,0,5,4,12,4,8,4,6,7,0,5,38,582,B02897,2897,LAJ710,Normal,91.67,2,1,0.4333333333333333,22,95.5,0,0
2025-04-28 00:40:00,562,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.6,240,0.34,0,2,0.3,2,0.67,9893,3353,868,18/17/16,11.72,80.77,1.32,8,0,9,5,7,640,5,40,37,1,0,8,26,6,1,8,6,0,2,5,90,391,A02898,2898,LAJ737,Normal,91.67,2,1,1.4666666666666666,22,95.5,0,0
2025-04-28 00:45:00,534,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.24,221,0.03,0,0,1.95,0,0.38,5625,3360,127,20/19/13,11.85,95.68,0.41,7,3,20,0,8,605,7,6,229,5,6,2,8,4,5,1,39,4,2,7,5,96,A02899,2899,LAJ755,Critico,0.0,20,5,0.9666666666666668,0,0.0,1,0
2025-04-28 00:50:00,543,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.54,245,0.42,0,0,0.95,3,0.44,9276,1667,907,20/19/13,16.0,111.98,1.3,8,1,17,5,5,476,4,48,70,7,4,5,22,8,2,6,10,1,1,2,99,580,C02900,2900,LAJ666,Normal,91.67,2,4,0.6,22,81.8,0,0
2025-04-28 00:55:00,556,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.5,244,0.28,0,0,1.23,0,0.93,7654,2016,220,19/19/16,17.73,107.86,0.76,2,1,9,1,7,676,4,10,93,4,6,4,21,4,4,6,1,2,7,9,24,15,A02901,2901,LAJ864,Normal,95.83,1,2,0.2666666666666666,23,91.3,0,0
2025-04-28 01:00:00,531,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.29,220,0.3,1,0,1.0,0,0.01,8134,3778,868,18/16/16,11.28,119.36,2.94,5,4,2,4,6,985,0,28,207,9,9,8,11,7,0,9,37,8,5,0,29,488,D02902,2902,LAJ625,Critico,0.0,22,5,0.4,0,0.0,1,0
2025-04-28 01:05:00,539,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.35,237,0.2,4,0,0.49,1,0.02,8280,4821,781,19/19/13,18.32,119.56,1.62,7,4,1,0,1,324,0,22,281,3,3,2,22,4,7,6,28,5,8,9,35,3,C02903,2903,LAJ178,Critico,0.0,22,6,1.1333333333333333,0,0.0,1,0
2025-04-28 01:10:00,546,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.9,198,0.48,0,1,0.34,4,0.73,7763,1790,183,20/17/14,10.14,113.73,0.05,5,0,4,3,6,920,6,47,161,8,8,8,15,4,0,2,24,3,6,4,35,388,E02904,2904,LAJ154,Atencion,66.67,8,5,2.4,16,68.8,1,1
2025-04-28 01:15:00,523,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.63,200,0.37,0,1,1.84,3,0.18,7577,587,586,18/19/15,12.27,108.56,0.67,9,1,2,6,9,709,1,22,23,3,1,6,5,7,3,3,5,1,2,9,48,424,C02905,2905,LAJ812,Normal,79.17,5,1,0.0666666666666666,19,94.7,0,0
2025-04-28 01:20:00,501,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.83,220,0.21,2,0,1.0,0,0.99,2578,3775,905,21/17/15,16.38,119.64,0.33,0,3,14,6,5,398,5,23,8,4,5,3,20,0,1,9,10,8,5,3,83,256,A02906,2906,LAJ259,Normal,75.0,6,0,0.5,18,100.0,0,0
2025-04-28 01:25:00,926,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.69,229,0.15,1,2,1.78,3,0.99,4627,4508,488,19/18/15,18.24,112.43,1.42,8,1,8,2,2,722,1,30,66,6,7,4,10,8,9,7,10,2,7,7,31,429,D02907,2907,LAJ524,Normal,79.17,5,3,0.8333333333333334,19,84.2,0,0
2025-04-28 01:30:00,511,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.05,186,0.45,2,4,1.14,4,0.1,2769,2945,669,20/19/15,14.31,81.62,2.92,3,0,27,9,1,730,3,30,17,1,2,0,18,5,2,0,5,7,7,1,79,112,E02908,2908,LAJ523,Normal,75.0,6,0,1.8333333333333333,18,100.0,0,0
2025-04-28 01:35:00,568,KOMATSU 930 E5,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.15,210,0.5,0,4,1.54,0,0.76,2961,1260,581,18/19/16,14.77,104.56,1.23,0,2,6,4,0,92,2,37,180,9,7,3,9,7,7,4,16,4,9,2,79,185,C02909,2909,LAJ156,Atencion,58.330000000000005,10,1,1.9,14,92.9,1,1
2025-04-28 01:40:00,554,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.93,239,0.06,0,2,1.7,1,0.41,5680,3070,359,18/19/14,19.76,116.87,1.68,8,3,2,3,5,18,6,8,130,5,9,5,26,4,3,6,25,5,4,3,72,466,A02910,2910,LAJ745,Atencion,62.5,9,6,1.8,15,60.0,1,1
2025-04-28 01:45:00,911,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.55,246,0.5,2,4,1.51,3,0.81,9730,746,977,18/18/13,14.63,95.14,1.68,3,1,29,4,1,274,0,25,20,2,2,1,24,3,1,4,2,9,4,3,86,8,D02911,2911,LAJ622,Normal,79.17,5,5,2.5,19,73.7,0,0
2025-04-28 01:50:00,557,KOMATSU 930 E5,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.11,203,0.48,4,2,0.24,3,0.93,5788,4833,702,18/17/16,15.19,96.86,2.13,8,1,22,4,2,662,8,49,105,3,0,5,21,9,5,8,16,6,4,6,13,138,C02912,2912,LAJ483,Atencion,75.0,6,2,1.4,18,88.9,1,1
2025-04-28 01:55:00,927,CATERPILLAR 798AC-P,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.53,200,0.23,2,2,0.2,2,0.26,3415,1276,182,19/18/14,13.85,81.46,0.69,9,3,20,7,3,831,0,30,67,1,8,8,10,4,8,2,9,2,4,4,67,17,B02913,2913,LAJ541,Normal,83.33,4,4,1.1666666666666667,20,80.0,0,0
2025-04-28 02:00:00,555,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.35,219,0.36,0,4,0.71,4,0.18,1559,3781,476,19/16/15,10.43,113.28,0.27,6,2,13,1,8,723,3,42,88,1,0,3,27,0,0,1,6,4,7,1,86,25,A02914,2914,LAJ608,Normal,79.17,5,1,2.533333333333333,19,94.7,0,0
2025-04-28 02:05:00,934,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.67,195,0.24,2,4,0.71,3,0.94,4840,3334,362,18/17/14,18.94,103.71,0.42,1,2,21,2,3,635,5,14,68,9,8,0,22,2,4,2,7,2,9,7,32,266,B02915,2915,LAJ676,Normal,87.5,3,1,2.9,21,95.2,0,0
2025-04-28 02:10:00,565,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.72,195,0.15,4,4,0.78,3,0.27,4858,1089,995,18/16/13,19.16,115.92,2.87,8,3,13,7,6,346,6,33,21,4,8,3,15,0,8,0,8,7,8,6,71,218,C02916,2916,LAJ256,Normal,87.5,3,2,0.0333333333333333,21,90.5,0,0
2025-04-28 02:15:00,549,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.86,241,0.45,1,0,1.95,4,0.45,3618,2018,864,18/19/16,14.84,100.48,0.5,2,2,2,4,7,152,6,1,16,6,1,2,18,1,9,8,6,6,3,4,69,293,C02917,2917,LAJ805,Normal,95.83,1,3,2.1666666666666665,23,87.0,0,0
2025-04-28 02:20:00,552,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.49,217,0.49,0,2,0.13,4,0.82,9339,1494,708,20/16/14,14.38,88.79,2.59,1,2,15,7,5,603,3,31,50,8,8,4,12,7,2,1,6,8,7,4,29,85,D02918,2918,LAJ750,Normal,87.5,3,2,0.9333333333333332,21,90.5,0,0
2025-04-28 02:25:00,916,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.51,197,0.16,1,4,0.36,3,0.61,8382,3290,980,18/17/15,13.48,87.6,2.34,4,3,16,8,6,195,0,3,103,7,3,7,12,9,3,1,15,6,6,5,97,336,C02919,2919,LAJ727,Atencion,50.0,12,4,0.0666666666666666,12,66.7,1,1
2025-04-28 02:30:00,566,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.34,213,0.2,0,3,1.44,3,0.59,6558,1235,742,20/16/15,11.54,99.51,2.16,7,2,24,6,1,416,1,21,28,4,3,9,4,0,2,7,1,4,8,6,84,486,A02920,2920,LAJ964,Normal,95.83,1,1,1.3333333333333333,23,95.7,0,0
2025-04-28 02:35:00,509,KOMATSU 930 E4SE,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.71,221,0.4,3,1,0.35,2,0.13,1407,1626,256,20/17/16,14.02,117.44,0.05,0,0,20,4,6,206,7,27,84,5,4,7,17,0,3,7,10,2,3,8,35,500,B02921,2921,LAJ198,Normal,87.5,3,1,0.4666666666666667,21,95.2,0,0
2025-04-28 02:40:00,547,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.61,197,0.13,2,3,1.87,1,0.28,3863,1250,587,18/19/15,13.37,88.59,0.13,5,2,0,5,5,302,2,2,100,3,5,1,20,7,6,3,5,0,9,3,12,36,B02922,2922,LAJ585,Normal,83.33,4,3,2.2666666666666666,20,85.0,0,0
2025-04-28 02:45:00,500,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.28,185,0.41,3,2,1.95,1,0.08,6295,984,950,20/17/14,18.0,102.23,1.6,5,1,26,3,4,509,8,19,94,1,4,3,19,1,0,3,6,1,6,2,15,336,A02923,2923,LAJ538,Normal,87.5,3,0,2.7666666666666666,21,100.0,0,0
2025-04-28 02:50:00,529,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.44,239,0.46,3,3,0.97,0,0.14,7397,4085,554,18/16/15,10.2,102.0,2.77,3,4,19,8,5,428,7,39,33,2,1,3,5,5,2,5,13,6,0,0,69,192,A02924,2924,LAJ316,Normal,83.33,4,6,2.8666666666666667,20,70.0,0,0
2025-04-28 02:55:00,923,CATERPILLAR 797F,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.27,200,0.45,3,4,0.4,2,0.52,2403,3967,966,18/18/15,10.34,95.19,0.46,0,3,0,6,4,622,1,3,212,0,8,9,9,5,4,7,29,4,0,0,84,562,C02925,2925,LAJ272,Critico,0.0,21,6,1.4333333333333331,0,0.0,1,0
2025-04-28 03:00:00,528,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.61,216,0.43,3,2,0.3,4,0.57,3061,4437,229,18/17/14,15.76,117.52,1.02,3,3,1,7,3,851,4,9,28,5,7,4,1,9,1,8,1,4,0,0,69,404,D02926,2926,LAJ677,Normal,75.0,6,4,2.7666666666666666,18,77.8,0,0
2025-04-28 03:05:00,937,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.36,205,0.19,2,3,1.71,3,0.69,6399,1003,545,20/17/14,12.08,95.84,2.13,0,2,10,5,0,61,4,47,48,6,3,5,16,2,7,0,4,5,5,2,96,405,B02927,2927,LAJ518,Normal,87.5,3,4,2.333333333333333,21,81.0,0,0
2025-04-28 03:10:00,535,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.16,209,0.07,4,2,1.26,2,0.73,1464,2401,861,21/16/16,17.57,102.01,2.42,7,4,24,3,0,439,9,4,287,2,5,4,26,2,3,4,40,4,6,8,96,437,A02928,2928,LAJ863,Critico,0.0,13,6,2.066666666666667,0,0.0,1,0
2025-04-28 03:15:00,507,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.08,199,0.37,3,0,1.51,4,0.64,1825,1336,379,19/18/13,19.86,86.64,2.25,4,3,8,7,6,808,1,34,79,0,7,6,22,5,6,2,5,0,8,8,19,93,E02929,2929,LAJ731,Normal,95.83,1,1,2.5,23,95.7,0,0
2025-04-28 03:20:00,922,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.86,228,0.25,3,2,0.49,4,0.73,1302,3188,782,21/19/14,19.94,83.15,2.74,4,4,26,1,9,174,5,4,60,7,8,3,28,6,5,5,8,6,3,1,93,33,C02930,2930,LAJ564,Normal,79.17,5,3,1.9666666666666663,19,84.2,0,0
2025-04-28 03:25:00,561,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.97,183,0.01,2,0,0.89,4,0.67,9456,3768,968,21/19/13,14.3,98.13,1.75,6,3,14,7,7,256,9,4,44,7,5,7,22,4,3,2,9,6,0,0,21,20,E02931,2931,LAJ276,Normal,83.33,4,2,2.933333333333333,20,90.0,0,0
2025-04-28 03:30:00,558,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.89,198,0.3,1,2,1.55,0,0.39,1750,2059,492,19/19/14,10.63,99.71,0.13,8,3,24,2,8,170,6,34,28,3,7,4,29,4,7,4,5,0,8,2,57,150,B02932,2932,LAJ917,Normal,79.17,5,4,2.7333333333333334,19,78.9,0,0
2025-04-28 03:35:00,935,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.94,210,0.36,0,1,0.56,0,0.64,6748,4599,709,21/19/16,11.08,94.51,2.68,1,4,20,0,5,405,2,1,50,1,8,4,16,8,5,9,3,7,4,4,57,579,C02933,2933,LAJ888,Normal,79.17,5,5,2.1666666666666665,19,73.7,0,0
2025-04-28 03:40:00,928,CATERPILLAR 798AC-P,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.54,197,0.4,3,2,1.53,0,0.83,6482,1185,545,18/18/16,17.51,96.27,1.77,2,2,6,8,4,45,0,48,290,6,5,8,17,7,1,8,32,7,8,7,39,471,E02934,2934,LAJ945,Critico,0.0,15,6,0.8333333333333334,0,0.0,1,0
2025-04-28 03:45:00,550,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.56,242,0.36,3,0,1.33,3,0.01,3872,4408,750,20/18/15,17.7,91.55,2.26,8,3,10,6,4,312,6,17,190,4,4,4,4,3,3,4,18,6,4,7,34,144,B02935,2935,LAJ748,Atencion,50.0,12,0,0.3333333333333333,12,100.0,1,1
2025-04-28 03:50:00,932,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.47,246,0.29,4,1,0.5,4,0.04,1238,1267,820,18/19/13,15.64,111.21,1.17,6,3,27,4,0,840,2,25,40,7,8,8,26,2,3,7,7,0,5,5,56,255,E02936,2936,LAJ932,Normal,79.17,5,0,0.6,19,100.0,0,0
2025-04-28 03:55:00,502,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.77,224,0.4,4,4,0.87,2,0.16,4478,878,587,19/19/14,14.05,88.44,0.94,2,3,15,9,1,736,2,14,243,8,2,1,24,5,5,7,32,2,1,8,24,71,E02937,2937,LAJ259,Critico,0.0,18,3,1.1666666666666667,0,0.0,1,0
2025-04-28 04:00:00,921,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.03,205,0.13,1,1,1.2,2,0.55,8353,3072,674,20/17/14,13.2,116.34,0.38,6,0,25,4,7,15,7,48,125,8,4,4,3,0,4,3,22,9,1,6,80,488,E02938,2938,LAJ041,Atencion,70.83,7,1,0.6333333333333333,17,94.1,1,0
2025-04-28 04:05:00,512,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.67,180,0.2,0,2,1.3,3,0.54,7624,934,991,20/19/16,11.6,82.36,2.89,0,0,24,6,4,43,3,28,18,6,5,2,17,2,9,6,3,1,8,0,59,133,A02939,2939,LAJ191,Normal,79.17,5,6,1.3333333333333333,19,68.4,0,0
2025-04-28 04:10:00,521,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.38,239,0.01,2,0,0.52,4,0.83,7844,1896,641,20/18/15,10.92,95.56,0.23,4,4,8,1,0,209,1,40,73,6,6,9,11,3,9,8,15,7,2,1,46,485,B02940,2940,LAJ581,Normal,83.33,4,1,2.0,20,95.0,0,0
2025-04-28 04:15:00,929,CATERPILLAR 797F,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.58,198,0.49,3,4,0.05,2,0.47,3465,1514,221,18/19/15,16.64,83.7,0.7,4,0,13,2,2,813,7,30,74,8,5,2,5,8,1,6,1,8,5,8,96,165,D02941,2941,LAJ086,Normal,95.83,1,6,2.6,23,73.9,0,0
2025-04-28 04:20:00,532,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.42,217,0.4,4,4,0.36,3,0.12,4222,1146,687,21/17/14,19.3,112.77,2.39,7,0,5,7,5,978,9,31,100,4,3,3,1,4,8,1,15,0,5,2,21,191,A02942,2942,LAJ482,Normal,91.67,2,1,2.433333333333333,22,95.5,0,0
2025-04-28 04:25:00,516,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.24,195,0.1,1,2,1.79,2,0.79,6206,1388,201,18/18/14,14.02,93.93,2.84,3,3,22,8,9,714,9,4,81,5,4,2,5,4,3,3,2,6,1,0,3,156,C02943,2943,LAJ852,Normal,83.33,4,2,2.8,20,90.0,0,0
2025-04-28 04:30:00,533,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.19,247,0.39,0,3,0.82,0,0.33,1608,1301,259,18/18/13,13.77,105.3,0.16,4,3,25,4,7,899,2,18,74,1,1,4,8,7,4,1,1,7,5,9,48,583,B02944,2944,LAJ625,Normal,95.83,1,6,2.966666666666667,23,73.9,0,0
2025-04-28 04:35:00,504,KOMATSU 930 E4SE,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.09,194,0.2,0,0,0.49,2,0.64,7503,1568,517,21/18/13,13.99,88.41,0.95,3,4,18,3,6,346,9,5,173,7,5,2,26,5,7,2,22,0,5,0,3,143,C02945,2945,LAJ317,Atencion,75.0,6,6,1.9666666666666663,18,66.7,1,1
2025-04-28 04:40:00,503,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.83,249,0.08,2,0,1.47,2,0.07,4840,1001,990,19/19/14,16.89,107.92,0.04,5,2,1,3,0,443,3,29,96,5,6,6,11,0,1,6,11,9,5,2,23,115,C02946,2946,LAJ745,Normal,83.33,4,2,1.0,20,90.0,0,0
2025-04-28 04:45:00,530,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.1,231,0.08,3,1,1.41,2,0.83,5962,4298,694,18/17/14,12.92,104.04,0.29,6,4,5,4,5,685,0,7,45,0,9,4,29,5,1,9,3,1,1,2,11,498,B02947,2947,LAJ282,Normal,83.33,4,1,1.6,20,95.0,0,0
2025-04-28 04:50:00,915,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.13,206,0.31,1,3,1.04,4,0.3,4877,4605,498,21/16/13,16.9,108.93,2.31,5,0,11,5,3,315,9,25,19,5,0,2,7,4,9,5,9,2,2,5,58,526,B02948,2948,LAJ495,Normal,75.0,6,6,0.9666666666666668,18,66.7,0,0
2025-04-28 04:55:00,567,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.99,234,0.11,2,3,0.46,3,0.97,8669,3948,854,19/17/13,12.35,113.48,2.03,9,2,4,0,7,496,3,14,267,2,2,8,16,5,5,8,43,8,5,0,95,396,B02949,2949,LAJ123,Critico,0.0,15,0,2.933333333333333,0,0.0,1,0
2025-04-28 05:00:00,901,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.08,203,0.3,2,4,0.73,0,0.34,6950,2179,192,19/16/16,18.55,116.01,0.47,9,4,9,7,5,984,7,49,50,7,5,0,17,1,4,9,6,8,0,6,34,85,E02950,2950,LAJ363,Normal,83.33,4,0,1.6,20,100.0,0,0
2025-04-28 05:05:00,545,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.35,228,0.19,3,3,1.41,2,0.45,9846,808,517,18/19/14,10.81,103.82,0.0,5,3,19,2,7,45,7,20,14,7,1,8,26,4,6,3,8,7,7,5,10,330,E02951,2951,LAJ268,Normal,79.17,5,4,1.2333333333333334,19,78.9,0,0
